news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
Nevada Appeal,agree disagree 15/16,center,https://www.allsides.com/news-source/nevada-appeal-media-bias,15,16,0.4838709677419355,3.0
Nevada Current,agree disagree 9/12,center,https://www.allsides.com/news-source/nevada-current-media-bias,9,12,0.42857142857142855,3.0
New Discourses,agree disagree 201/217,center,https://www.allsides.com/news-source/new-discourses-media-bias,201,217,0.48086124401913877,3.0
New Economy Working Group,agree disagree 139/118,left-center,https://www.allsides.com/news-source/new-economy-working-group,139,118,0.5408560311284046,2.0
New Hampshire Bulletin,agree disagree 8/11,center,https://www.allsides.com/news-source/new-hampshire-bulletin-media-bias,8,11,0.42105263157894735,3.0
New Hampshire Public Radio,agree disagree 14/69,center,https://www.allsides.com/news-source/new-hampshire-public-radio-media-bias,14,69,0.1686746987951807,3.0
New Hampshire Union Leader,agree disagree 122/138,center,https://www.allsides.com/news-source/union-leader,122,138,0.46923076923076923,3.0
New Haven Register,agree disagree 20/21,center,https://www.allsides.com/news-source/new-haven-register-media-bias,20,21,0.4878048780487805,3.0
New Jersey Globe,agree disagree 48/60,center,https://www.allsides.com/news-source/new-jersey-globe-media-bias,48,60,0.4444444444444444,3.0
New Jersey Hills Media Group,agree disagree 11/12,center,https://www.allsides.com/news-source/new-jersey-hills-media-group-media-bias,11,12,0.4782608695652174,3.0
New Jersey Local News,agree disagree 9/12,center,https://www.allsides.com/news-source/new-jersey-local-news-media-bias,9,12,0.42857142857142855,3.0
New Jersey Monitor,agree disagree 39/41,left-center,https://www.allsides.com/news-source/new-jersey-monitor-media-bias,39,41,0.4875,2.0
New Mexico In Depth,agree disagree 10/13,center,https://www.allsides.com/news-source/new-mexico-depth-media-bias,10,13,0.43478260869565216,3.0
New Orleans City Business,agree disagree 13/15,center,https://www.allsides.com/news-source/new-orleans-city-business-media-bias,13,15,0.4642857142857143,3.0
New Pittsburgh Courier,agree disagree 46/22,left,https://www.allsides.com/news-source/new-pittsburgh-media-bias,46,22,0.6764705882352942,1.0
New Republic,agree disagree 2311/1001,left,https://www.allsides.com/news-source/new-republic,2311,1001,0.6977657004830918,1.0
New Rockford Transcript,agree disagree 9/14,center,https://www.allsides.com/news-source/new-rockford-transcript-media-bias,9,14,0.391304347826087,3.0
New York Daily Gazette,agree disagree 8/10,center,https://www.allsides.com/news-source/new-york-daily-gazette-media-bias,8,10,0.4444444444444444,3.0
New York Daily News,agree disagree 1736/806,left,https://www.allsides.com/news-source/new-york-daily-news,1736,806,0.6829268292682927,1.0
New York Focus,agree disagree 11/15,center,https://www.allsides.com/news-source/new-york-focus-media-bias,11,15,0.4230769230769231,3.0
New York Magazine,agree disagree 2574/1132,left,https://www.allsides.com/news-source/new-york-magazine,2574,1132,0.6945493793847815,1.0
New York Post (News),agree disagree 20058/10844,right-center,https://www.allsides.com/news-source/new-york-post,20058,10844,0.6490842016697949,4.0
New York Post (Opinion),agree disagree 570/301,right,https://www.allsides.com/news-source/new-york-post-opinion-media-bias,570,301,0.6544202066590127,5.0
New York Times (News),agree disagree 36040/46620,left-center,https://www.allsides.com/news-source/new-york-times,36040,46620,0.43600290345995646,2.0
New York Times (Opinion),agree disagree 21858/6769,left,https://www.allsides.com/news-source/new-york-times-opinion-media-bias,21858,6769,0.7635449051594648,1.0
Newark Post,agree disagree 12/16,center,https://www.allsides.com/news-source/newark-post-media-bias,12,16,0.42857142857142855,3.0
News & Citizen,agree disagree 9/10,center,https://www.allsides.com/news-source/news-citizen-media-bias,9,10,0.47368421052631576,3.0
News 12 Connecticut,agree disagree 22/18,center,https://www.allsides.com/news-source/news-12-connecticut-media-bias,22,18,0.55,3.0
News 12 New Jersey,agree disagree 17/24,center,https://www.allsides.com/news-source/news-12-new-jersey-media-bias,17,24,0.4146341463414634,3.0
News 4 Jax,agree disagree 19/25,center,https://www.allsides.com/news-source/news-4-jax-media-bias,19,25,0.4318181818181818,3.0
News 8000,agree disagree 13/14,center,https://www.allsides.com/news-source/news-8000-media-bias,13,14,0.48148148148148145,3.0
News 9 Oklahoma,agree disagree 15/12,center,https://www.allsides.com/news-source/news-9-oklahoma-media-bias,15,12,0.5555555555555556,3.0
News Center Maine,agree disagree 42/42,left-center,https://www.allsides.com/news-source/news-center-maine-media-bias,42,42,0.5,2.0
News Channel 6 Wichita Falls,agree disagree 10/12,center,https://www.allsides.com/news-source/news-channel-6-wichita-falls-media-bias,10,12,0.45454545454545453,3.0
News Dakota,agree disagree 14/17,center,https://www.allsides.com/news-source/news-dakota-media-bias,14,17,0.45161290322580644,3.0
News Letter Journal,agree disagree 8/9,center,https://www.allsides.com/news-source/news-letter-journal-media-bias,8,9,0.47058823529411764,3.0
News One,agree disagree 19/27,left-center,https://www.allsides.com/news-source/news-one-media-bias,19,27,0.41304347826086957,2.0
News Radio 1200 WOAI,agree disagree 15/17,center,https://www.allsides.com/news-source/news-radio-1200-woai-media-bias,15,17,0.46875,3.0
NewsBreak,agree disagree 22/27,left-center,https://www.allsides.com/news-source/newsbreak-media-bias,22,27,0.4489795918367347,2.0
NewsBusters,agree disagree 762/435,right,https://www.allsides.com/news-source/newsbusters,762,435,0.6365914786967418,5.0
Newsday,agree disagree 39/49,center,https://www.allsides.com/news-source/newsday-media-bias,39,49,0.4431818181818182,3.0
Newsmax (News),agree disagree 14012/12667,right,https://www.allsides.com/news-source/newsmax,14012,12667,0.5252070917200795,5.0
Newsmax - Opinion,agree disagree 787/259,right,https://www.allsides.com/news-source/newsmax-opinion-media-bias,787,259,0.7523900573613767,5.0
NewsNation,agree disagree 1930/1879,center,https://www.allsides.com/news-source/newsnation-media-bias,1930,1879,0.5066946705171961,3.0
NewsOne,agree disagree 311/146,left,https://www.allsides.com/news-source/newsonecom-media-bias,311,146,0.6805251641137856,1.0
Newstimes,agree disagree 14/18,center,https://www.allsides.com/news-source/newstimes-media-bias,14,18,0.4375,3.0
Newsweek,agree disagree 6653/12152,center,https://www.allsides.com/news-source/newsweek,6653,12152,0.35378888593459185,3.0
Newt Gingrich,agree disagree 949/412,right,https://www.allsides.com/news-source/newt-gingrich,949,412,0.6972814107274063,5.0
Newtrals,agree disagree 56/46,center,https://www.allsides.com/news-source/newtrals-media-bias,56,46,0.5490196078431373,3.0
NHPR,agree disagree 7/51,center,https://www.allsides.com/news-source/nhpr-media-bias,7,51,0.1206896551724138,3.0
Nicholas Chronicle,agree disagree 6/8,center,https://www.allsides.com/news-source/nicholas-chronicle-media-bias,6,8,0.42857142857142855,3.0
Nicholas Kristof,agree disagree 479/427,left,https://www.allsides.com/news-source/nicholas-kristof,479,427,0.5286975717439294,1.0
Nick Anderson (cartoonist),agree disagree 75/97,center,https://www.allsides.com/news-source/nick-anderson-cartoonist,75,97,0.436046511627907,3.0
Nieman Lab,agree disagree 170/175,center,https://www.allsides.com/news-source/nieman-lab-media-bias,170,175,0.4927536231884058,3.0
NJ Spotlight News,agree disagree 11/15,left-center,https://www.allsides.com/news-source/nj-spotlight-news-media-bias,11,15,0.4230769230769231,2.0
nj.com,agree disagree 62/69,center,https://www.allsides.com/news-source/njcom-media-bias,62,69,0.4732824427480916,3.0
NMPolitics.net,agree disagree 269/327,center,https://www.allsides.com/news-source/nmpoliticsnet,269,327,0.4513422818791946,3.0
No Labels,agree disagree 201/165,center,https://www.allsides.com/news-source/no-labels,201,165,0.5491803278688525,3.0
Noah Rothman,agree disagree 121/123,right-center,https://www.allsides.com/news-source/noah-rothman-media-bias,121,123,0.4959016393442623,4.0
Noah Smith,agree disagree 53/63,left-center,https://www.allsides.com/news-source/noah-smith-media-bias,53,63,0.45689655172413796,2.0
Norfolk Daily News,agree disagree 15/17,center,https://www.allsides.com/news-source/norfolk-daily-news-media-bias,15,17,0.46875,3.0
North Carolina Health News,agree disagree 10/10,left-center,https://www.allsides.com/news-source/north-carolina-health-news-media-bias,10,10,0.5,2.0
North Country Public Radio,agree disagree 14/60,left-center,https://www.allsides.com/news-source/north-country-public-radio-media-bias,14,60,0.1891891891891892,2.0
North Escambia News,agree disagree 13/13,center,https://www.allsides.com/news-source/north-escambia-news-media-bias,13,13,0.5,3.0
North Jersey News,agree disagree 15/29,center,https://www.allsides.com/news-source/north-jersey-news-media-bias,15,29,0.3409090909090909,3.0
North Wright County Today,agree disagree 14/14,center,https://www.allsides.com/news-source/north-wright-county-today-media-bias,14,14,0.5,3.0
northcentralpa.com,agree disagree 1/1,center,https://www.allsides.com/news-source/northcentralpacom-media-bias,1,1,0.5,3.0
Northern Virginia Magazine,agree disagree 11/29,center,https://www.allsides.com/news-source/northern-virginia-magazine-media-bias,11,29,0.275,3.0
Northwest Arkansas Democrat Gazette,agree disagree 29/28,center,https://www.allsides.com/news-source/northwest-arkansas-democrat-gazette-media-bias,29,28,0.5087719298245614,3.0
NowThis News,agree disagree 103/113,left-center,https://www.allsides.com/news-source/nowthis-news-media-bias,103,113,0.47685185185185186,2.0
NPR (Online News),agree disagree 35599/36324,left-center,https://www.allsides.com/news-source/npr-media-bias,35599,36324,0.4949598876576339,2.0
NPR (Opinion),agree disagree 10720/13216,left-center,https://www.allsides.com/news-source/npr-editorial,10720,13216,0.44786096256684493,2.0
NPR Illinois,agree disagree 20/97,left-center,https://www.allsides.com/news-source/npr-illinois-media-bias,20,97,0.17094017094017094,2.0
NPR Michigan Radio,agree disagree 23/99,center,https://www.allsides.com/news-source/npr-michigan-radio-media-bias,23,99,0.1885245901639344,3.0
NPR Utah KUER,agree disagree 22/94,center,https://www.allsides.com/news-source/npr-utah-kuer-media-bias,22,94,0.1896551724137931,3.0
NTD,agree disagree 54/55,right-center,https://www.allsides.com/news-source/ntd-media-bias,54,55,0.4954128440366973,4.0
Nutfield News,agree disagree 8/10,center,https://www.allsides.com/news-source/nutfield-news-media-bias,8,10,0.4444444444444444,3.0
NYNMedia,agree disagree 81/31,left,https://www.allsides.com/news-source/nynmedia-media-bias,81,31,0.7232142857142857,1.0
Oakland Press,agree disagree 62/90,center,https://www.allsides.com/news-source/oakland-press,62,90,0.40789473684210525,3.0
Occupy Democrats,agree disagree 105/41,left,https://www.allsides.com/news-source/occupy-democrats-media-bias,105,41,0.7191780821917808,1.0
Odessa American,agree disagree 11/14,center,https://www.allsides.com/news-source/odessa-american-media-bias,11,14,0.44,3.0
Ohio Capital Journal,agree disagree 73/57,left-center,https://www.allsides.com/news-source/ohio-capital-journal-media-bias,73,57,0.5615384615384615,2.0
Oil City News,agree disagree 14/18,center,https://www.allsides.com/news-source/oil-city-news-media-bias,14,18,0.4375,3.0
OilPrice.com,agree disagree 53/48,center,https://www.allsides.com/news-source/oilpricecom-media-bias,53,48,0.5247524752475248,3.0
OKC Friday,agree disagree 9/8,center,https://www.allsides.com/news-source/okc-friday-media-bias,9,8,0.5294117647058824,3.0
Oklahoma Watch,agree disagree 11/12,center,https://www.allsides.com/news-source/oklahoma-watch-media-bias,11,12,0.4782608695652174,3.0
Omaha World-Herald,agree disagree 28/37,center,https://www.allsides.com/news-source/omaha-world-herald-media-bias,28,37,0.4307692307692308,3.0
One America News Network (OAN),agree disagree 4286/2243,right,https://www.allsides.com/news-source/one-america-news-network-media-bias,4286,2243,0.656455812528718,5.0
One Nation News,agree disagree 12/13,left-center,https://www.allsides.com/news-source/one-nation-news-media-bias,12,13,0.48,2.0
OpenSecrets.org,agree disagree 837/606,center,https://www.allsides.com/news-source/opensecretsorg,837,606,0.58004158004158,3.0
Orange County Register,agree disagree 494/411,right-center,https://www.allsides.com/news-source/orange-county-register,494,411,0.5458563535911602,4.0
Oregon Capital Insider,agree disagree 0/0,center,https://www.allsides.com/news-source/oregon-capital-insider-media-bias,0,0,,3.0
Oregon Public Broadcasting,agree disagree 27/77,center,https://www.allsides.com/news-source/oregon-public-broadcasting-media-bias,27,77,0.25961538461538464,3.0
Orlando Sentinel,agree disagree 63/127,center,https://www.allsides.com/news-source/orlando-sentinel-media-bias,63,127,0.33157894736842103,3.0
Ottumwa Courier,agree disagree 43/42,center,https://www.allsides.com/news-source/ottumwa-courier,43,42,0.5058823529411764,3.0
Ottumwa Post,agree disagree 16/14,center,https://www.allsides.com/news-source/ottumwa-post-media-bias,16,14,0.5333333333333333,3.0
Ouachita Citizen,agree disagree 12/12,center,https://www.allsides.com/news-source/ouachita-citizen-media-bias,12,12,0.5,3.0
Our.News,agree disagree 51/55,center,https://www.allsides.com/news-source/ournews-media-bias,51,55,0.4811320754716981,3.0
Out,agree disagree 58/21,left,https://www.allsides.com/news-source/out-media-bias,58,21,0.7341772151898734,1.0
Out In Jersey,agree disagree 13/23,left-center,https://www.allsides.com/news-source/out-jersey-media-bias,13,23,0.3611111111111111,2.0
OutKick,agree disagree 116/213,right-center,https://www.allsides.com/news-source/outkick-media-bias,116,213,0.3525835866261398,4.0
Pacific Research Institute,agree disagree 272/318,right,https://www.allsides.com/news-source/pacific-research-institute,272,318,0.4610169491525424,5.0
Pacific Standard,agree disagree 497/458,left-center,https://www.allsides.com/news-source/pacific-standard,497,458,0.5204188481675392,2.0
Pahrump Valley Times,agree disagree 12/11,center,https://www.allsides.com/news-source/pahrump-valley-times-media-bias,12,11,0.5217391304347826,3.0
Paintsville Herald,agree disagree 12/15,center,https://www.allsides.com/news-source/paintsville-herald-media-bias,12,15,0.4444444444444444,3.0
Palestine Herald-Press,agree disagree 8/12,center,https://www.allsides.com/news-source/palestine-herald-press-media-bias,8,12,0.4,3.0
Palladium Magazine,agree disagree 24/26,center,https://www.allsides.com/news-source/palladium-magazine-media-bias,24,26,0.48,3.0
Palm Beach News Central,agree disagree 14/17,center,https://www.allsides.com/news-source/palm-beach-news-central-media-bias,14,17,0.45161290322580644,3.0
