Date,Title,Bias Rating
Sep 11 2023,"Several hurt in ADM central Illinois plant blast; corn, soy processing down",center
Sep 12 2023,'Worst nightmare for anybody': Several students taken to hospital after bus crash near Palmyra,center
Sep 11 2023,"""Best defense in the NFL"": Micah Parsons boasts after Cowboys thrash Giants",center
Sep 12 2023,Neighbors on edge as Danelo Cavalcante manhunt comes close to home: 'I want him caught',center
Sep 11 2023,Stunning Videos Of Hawaii’s Kīlauea Volcano Emerge As Eruptions Begin,right
Sep 11 2023,"Explosion at ADM plant in Decatur, Illinois, hurts several workers",left
Sep 11 2023,How Brian Daboll can keep Giants season from going off the rails,right
Aug 31 2023,Capitol Physician Issues Statement After Evaluation of McConnell's Freezing Incident: ‘He Is Medically Clear’,not-yet-rated
Sep 12 2023,MSU won't reveal oversight measures put in place for Mel Tucker after sexual harassment report,not rated
Sep 11 2023,"Hurricane Lee Latest: Dangerous Surf, Rip Currents Forecast For U.S.",center
Sep 11 2023,Underground fire in downtown Colorado Springs causes early shelter-in-place Monday,center
Aug 31 2023,Republicans Are Starting to Call on Mitch McConnell to Resign,left
Sep 12 2023,"UPDATE: Ocean View man dies in motorcycle accident, now identified",center
Sep 14 2023,Freddie O'Connell wins Nashville mayoral election in landslide victory – Tennessee Lookout,left
Sep 12 2023,"9 elementary school children, 2 drivers taken to hospital in Nebraska school bus crash",center
Sep 12 2023,Equipment failure believed to be culprit in dramatic underground fire in downtown Colorado Springs,center
Sep 09 2023,More extensive water testing ordered at Stillwater prison following protests,left
Sep 12 2023,School bus crash near Palmyra sends multiple students to hospital,not-yet-rated
Sep 12 2023,"South Korea Confirms Kim Jong-un's Arrival in Russia, Suggests 'Arms Trade' with Putin",right
Sep 12 2023,School bus rolls onto its side following a crash southeast of Lincoln,center
Sep 13 2023,West Virginia man dead after early-morning crash in Highland County,left
Sep 12 2023,"Truck loses wheel, bounces into oncoming I-70 traffic, strikes car window and kills woman",center
Sep 10 2023,Giants fall flat against Cowboys after entering the season with high expectations,left
Sep 10 2023,‘Several’ employees injured after explosion rips through Illinois ADM plant,right
Sep 10 2023,"Explosion at Illinois processing plant leaves at least 8 injured, officials say",left
Sep 04 2023,Strong Storms Possible in Minnesota on Tuesday,center
Sep 10 2023,Hawaii’s Kilauea Volcano Erupts,right
Sep 10 2023,"Videos, photos show massive explosion that injured employees at ADM plant",center
Sep 10 2023,One person dies after vehicle vs. pedestrian crash in southeast Wichita,center
Aug 31 2023,"Two Doctors Speculate McConnell May Be Suffering from Parkinson’s, Causing His Freezing",not-yet-rated
Sep 12 2023,Train carrying Kim Jong Un enters Russia en route to meeting with Vladimir Putin,left
Sep 10 2023,Several employees injured in explosion at Archer Daniels Midland plant in Central Illinois,center
Sep 10 2023,Kilauea once again erupting,center
Sep 10 2023,Kilauea once again erupting,center
Sep 01 2023,"Man who flipped off Delaware State Police wins $50,000 judgment",center
Sep 10 2023,"Kilauea eruption underway, lava fountains contained to Halemaumau crater",center
Sep 09 2023,"Hurricane Lee path update: Storm on track to intensify, bring rip currents to Jersey Shore",center
Sep 28 2023,What the New York City Migrant Crisis Is and Isn’t,left
Sep 10 2023,"1 dead, 1 severely injured in north-central North Dakota rollover",center
Sep 13 2023,"Aaron Rodgers faces long, arduous but not impossible road to recovery from torn Achilles",left
Sep 13 2023,Jets' loss of Aaron Rodgers is reminiscent of other QB injuries for Super Bowl contenders,left
Sep 10 2023,"Two charged with attempted murder, robbery in Little Egg Harbor Township",center
Sep 10 2023,Rochester man in hospital after rolling his car in Winona County Saturday afternoon,center
Sep 11 2023,Aaron Rodgers injures his left Achilles tendon in his first series for the Jets,not-yet-rated
Sep 11 2023,"Jets stun Bills 22-16 in overtime, Josh Allen has 4 turnovers, Aaron Rodgers injures Achilles",center
Sep 11 2023,"Jets lose Aaron Rodgers to an Achilles tendon injury, then rally to stun Bills 22-16 in overtime",left
Sep 10 2023,"Braves top Pirates, first to clinch playoff berth",center
Sep 13 2023,"Rodgers tears Achilles, will miss rest of season",not-yet-rated
Sep 11 2023,Aaron Rodgers exits Jets-Bills ‘MNF’ opener early with ankle injury,left
Aug 18 2023,Fire near Paradise triggers evacuations,center
Aug 26 2023,7 people shot along Caribbean Parade route on Talbot Avenue in Dorchester,left
Sep 10 2023,Explosives drop steel trestle Missouri River bridge into the water along I-70 while onlookers watch,left
Sep 11 2023,"Michigan State coach Mel Tucker says sexual harassment allegations are ""complete false""",left
Sep 11 2023,Mel Tucker responds after suspension from MSU's football program,center
Sep 12 2023,"With Rodgers out, Milwaukee bar unsure whether 'Jets lose, free drinks' promo will continue",center
Sep 12 2023,"Miami Dolphins The Tape Don't Lie: Tua, Miami top LAC",center
Sep 11 2023,Woman dies 4 days after her car collides with Dover police vehicle last week,center
Sep 11 2023,Danelo Cavalcante search: State Police provide update on escaped inmate,center
Sep 11 2023,Search for escaped murderer now in Day 12; search area shifts after weekend sighting,center
Sep 07 2023,"Somers, Yorktown To Mark Sept. 11 With Ceremonies",center
Sep 10 2023,Reports: Michigan State Football Coach Mel Tucker under investigation for sexual harassment,center
Sep 13 2023,"Tornado Warning Issued In Eastern, Southeastern Massachusetts",center
Aug 28 2023,Climate Protesters Block Traffic in Nevada – Until Tribal Police Truck Plows Through Demonstration,right
Sep 11 2023,"3 Bedroom Home in Omaha - $404,900",center
Sep 12 2023,Live stream: Acting Michigan State coach holds 1st press conference since Mel Tucker suspension,center
Sep 08 2023,Powerful Hurricane Lee Updates And New Details On Stormy Forecast In CT,center
Sep 12 2023,"Writer talks Mel Tucker, why Michigan State waited to suspend him, how it was handled, next steps",center
Sep 10 2023,"Sunday NFL: Cowboys defense, special teams score, embarrass Giants 40-0 at Meadowlands",center
Jun 26 2023,The Dangerous Heat Wave Will Continue to Bake the U.S. This Week,left
Sep 10 2023,Several employees injured after explosion at Illinois plant,center
Sep 10 2023,Several employees injured after explosion at Illinois plant,center
Sep 10 2023,1 dead after pedestrian struck by vehicle in SE Wichita,center
Sep 10 2023,Kilauea erupts five years after destructive eruption,center
Sep 08 2023,"Hurricane Lee: ‘Powerful’ Category 5 storm expected to maintain intensity, NHC says",center
Aug 25 2023,Tropical depression likely to develop with area moving into Gulf of Mexico,center
Sep 06 2023,NEXT Weather: Lee strengthens into hurricane,left
Aug 29 2023,"Colorado Student Kicked Out of Class Monday For Having Gadsden Flag Patch on Backpack, Allowed Back With Patch on Tuesday",right
Sep 06 2023,Tropical Storm Lee expected to become strong hurricane: National Hurricane Center,right
Sep 10 2023,"Little Egg Harbor shooting, forced cash transfer prompts arrests",center
Sep 10 2023,"Teen in extremely critical condition after Salt Lake City shooting, police seeking witnesses",center
Sep 11 2023,MSU coach Mel Tucker responds to sexual harassment allegations,center
Sep 10 2023,Man injured in Sugar House shooting,left
Sep 10 2023,"Escaped Chester County inmate, Danelo Cavalcante, stole van, changes appearance, police say",left
Sep 07 2023,Arkansas Storm Team Forecast: Some storms for the first half of Friday,center
Aug 18 2023,"Wheel detaches from semi, strikes teen changing tire on I-80/94 shoulder, state police say",center
Aug 30 2023,Several Anoka-Hennepin schools will be without school resource officers,center
Aug 27 2023,"NEXT Weather: Great weather for Sunday, tracking the tropics",left
Sep 07 2023,"Framingham High School Football Opening Night, Schedule 2023",center
Sep 04 2023,Portneuf Geenway to extend Brennan Trail,center
Sep 10 2023,Mets enter matchup against the Twins on losing streak,left
Sep 07 2023,Hamden Resident Wins Big Lottery Prize,center
Sep 11 2023,Look Of A Champion: Cowboys 'Smother' Giants With 'Relentless' Defense,right
Sep 07 2023,Lucky Player From Windsor Cashes In On CT Lottery Scratch Ticket,center
Sep 11 2023,MSU president defends handling of Mel Tucker misconduct case: ‘Not the MSU of old’,center
Sep 11 2023,"Escaped convict spotted with altered appearance, driving stolen van, police say",not-yet-rated
Aug 30 2023,Mom of student kicked out of class for ‘Don’t tread on me’ patch says it violated his First Amendment rights,right
Aug 25 2023,"Q2 Billings Area Weather: Sunny and hazy, Cooler",center
Aug 19 2023,Yankees head into matchup with the Red Sox on losing streak,center
Sep 05 2023,"3-year-old in Mesa shot dad, police say",not rated
Sep 08 2023,Massive hurricane Lee's path updated as latest forecast reports 155 mph winds,left
Aug 28 2023,"Jersey Journal H.S. Football Preview, 2023: Hudson Catholic Hawks",center
Sep 08 2023,"Texas AG Paxton Impeachment Trial, DAY 4",right
Jul 11 2023,Bear takes a nap in a tree outside CU Boulder’s Student Center,left
Sep 09 2023,Michigan Wolverines game score vs. UNLV: Live updates from the Big House in Ann Arbor,left
Aug 28 2023,D.C. Judge Sets Primary Season Trial Date for Trump Election Case,left
Sep 10 2023,"After Mel Tucker ban, Mark Dantonio 'excited to be back' with Michigan State football",left
Aug 28 2023,A heartwarming video of Nevada rangers taking down environmental activists,right
Aug 24 2023,Arkansas Dumping AP African American History: the Cold Blooded Murder of Irony,left
Aug 26 2023,Florida’s Gulf Coast on alert as tropical melancholy types in entrance to Gulf of Mexico,center
May 15 2023,Erdogan faces rival in Turkey election runoff in 2 weeks,left
Sep 05 2023,Crews respond to early morning fire in Sioux Falls,center
Aug 26 2023,"Red Sox injury update: Kenley Jansen throws live BP, could be ready Sunday",left
Sep 10 2023,Off-duty Seekonk police officer dies after motorcycle crash,center
Sep 08 2023,Hurricane Lee explodes into Category 5 storm as it approaches the Caribbean,right
Sep 06 2023,"Tropical Storm Lee Set to Become Major Hurricane, but Path Is Still Unclear",center
Sep 06 2023,Carlton County wildfire continues to smolder despite rain; three homes remain evacuated,left
Sep 11 2023,"Ocean View man, 78, killed after driving a motorcycle off the road Sunday near Roxana",center
Sep 09 2023,Tampa Bay Rays host the Seattle Mariners Saturday,left
Sep 04 2023,NEXT Weather: Breezy and warm Labor Day,left
Sep 10 2023,Two Charged for Attempted Murder in Ocean County,center
Sep 04 2023,Cheers to the Working Class with Annual Labor Day Picnic,center
Aug 17 2023,Accident closes lanes on I-64 Eastbound,center
Sep 06 2023,Fargo Firefighters help people out of burning apartment building,center
Mar 10 2023,"Saudi Arabia and Iran Agree to Restore Ties, in Talks Hosted by China",left
Sep 04 2023,Protesters decry conditions inside Stillwater prison following Sunday's inmate protest,left
Sep 06 2023,"Fargo three story apartment complex fire overnight; Small fire, heavy smoke, some residents rescued from balcony",left
Sep 10 2023,"Yankees host Milwaukee Brewers, look to break home skid",left
Sep 10 2023,Rays play the Mariners leading series 2-1,left
Sep 03 2023,Portneuf Greenway Foundation announces extension of Brennan Trail,center
Sep 09 2023,2 men charged in Little Egg Harbor shooting,center
Sep 07 2023,FL Man Tried To Cross Atlantic In Homemade Hamster Wheel: Complaint,center
Aug 30 2023,Mom secures parental rights victory after school ‘transitioned’ child without consent,right
Aug 28 2023,"Teacher accused of being intoxicated at school, authorities say",center
Aug 28 2023,"Teacher accused of being intoxicated at school, authorities say",center
Aug 28 2023,"Teacher accused of being intoxicated at school, authorities say",center
Sep 07 2023,Mitch McConnell is not OK,left
Sep 08 2023,Lee Becomes Category 5 Hurricane: See Latest MD Forecast,center
Sep 05 2023,"After first lady's positive test, Biden is forced to share spotlight with COVID-19's resurgence",left
Aug 26 2023,UMass Football shows huge off-season improvement in 41-30 victory over New Mexico State,not-yet-rated
Sep 08 2023,Hurricane Lee strengthens into ‘dangerous’ Category 5 storm,left
Sep 06 2023,Springsteen ‘heartbroken’ to postpone a month of shows for illness,center
Sep 09 2023,Summit Carbon Solutions CO2 Pipeline Toast: PUC Legal Staff Recommends Rejection of Permit,center
Sep 04 2023,Africa’s first climate summit opens in Nairobi with plea to focus on opportunities,left
Aug 15 2023,Teen passenger dies after car hits utility pole,center
