Date,Title,Bias Rating
Aug 30 2023,Trump falsely claims he ‘never’ faced an impeachment inquiry,left
Jul 17 2023,"Crimean Bridge attack leaves two dead, damages key Russian supply line",right
May 14 2023,Ukrainian president says counteroffensive does not aim to attack Russian territory,left
Jan 06 2023,US targets Iranian drone companies over ties to Russia in new sanctions,left
Sep 01 2023,Two more Proud Boys face sentencing on US Capitol attack charges – live,left
Aug 17 2023,Trump keeps sounding off on his indictments. His attacks could hasten the criminal trials,center
Aug 17 2023,Uber Driver From Iraq Has a Worrying Message About What DC Has Become,right
Aug 09 2023,"Known Foreign Payments to Biden Family Soar Past $20 Million, House Oversight Committee Reveals",right
Aug 04 2023,Why falling confidence in America’s military is creating ‘a real crisis’,center
Jul 21 2023,Tony Bennett Discusses His WWII Service In Resurfaced Howard Stern Interview,left
Jul 20 2023,Thursday Jason Aldean Faces Censorship Over Country Song As America Goes Full Orwell,right
Aug 16 2023,Arkansas Prohibits Students From Receiving Graduation Credit For AP African American Studies Course,left
Jun 28 2023,"Senior Russian general knew about Prigozhin's plans, New York Times reports",center
Aug 01 2023,Russia attacks Ukrainian port with drones.,left
Jul 22 2022,"Ukraine, Russia Sign Deal to Export Grain Amid Global Food Crisis",left
Aug 16 2023,The wave of buyers to the Ocean State hasn’t crested,center
Aug 16 2023,The wave of buyers to the Ocean State hasn’t crested,left
Jul 15 2023,Mike Pence clashes with Tucker Carlson in Iowa,left
Jul 23 2023,Historic Ukrainian cathedral badly damaged in Russian strikes,left
May 11 2023,‘America was served very well by what we did last night’: CNN chairman defends Trump town hall,left
Jul 30 2023,Dashcam captures moment drone explodes in Moscow,center
Aug 14 2023,North Korea leader ramping up missile production,center
Aug 14 2023,Cause of Hawaii wildfires reported; Biden refuses to comment during yet another weekend at the beach,right
Aug 14 2023,Kim Jong Un Calls for Weapons-Production Increase as He Tours More Military Factories,center
Aug 14 2023,Kim Jong Un Calls for Sharp Rise in North Korean Weapons Production,center
Mar 17 2023,Ron DeSantis’s First Big Mistake,right
Aug 15 2023,Native American Group Want Commanders To Restore Redskins Name,center
Aug 11 2023,'We've Got To Prepare To Die': Survivors Of Maui Wildfires Detail Terrifying Escapes,left
Aug 23 2023,Hunter Biden’s Foreign Dealings Spell More Trouble Ahead,center
Aug 11 2023,"‘Flames coming, sparks everywhere’: How survivors escaped Hawaii fires",left
Mar 30 2023,Arrest orders issued for 6 in Mexican detention center fire,left
Jul 25 2023,"Try What in a Small Town, Now?",right
Jun 25 2023,Blinken calls Wagner group rebellion ‘a real distraction for Putin’ amid Ukrainian counteroffensive,center
Aug 14 2023,"Oprah Winfrey Donates Supplies, Connects With Maui Residents",left
Aug 28 2023,‘THEY DID IT TO US!’ Trump Loses It On GOP For Not Impeaching Biden Yet in Truth Social Fury: ‘IMPEACH the BUM or Fade into OBLIVION!’,left
Aug 01 2023,Russia calls latest drone strike on Moscow a Ukrainian ‘terrorist attack’,center
Jul 30 2023,Videos show massive explosion in Moscow after reported drone attack,center
May 26 2015,"Bob Woodward Shoots Down Story That Bush Lied to Get U.S. in Iraq War, Implies Obama Troop Pullout Was Wrong Move",right
Aug 24 2023,When Falling out of a Window Is Just Too Subtle,right
Jul 31 2023,Hunter Biden's former business partner tells Congress about Joe Biden's calls,left
Aug 23 2023,"GOP Candidates Spar Over Trump, Ukraine, and Abortion During First Debate",center
Jul 05 2023,"IAEA has seen no sign of explosives at Zaporizhzhia yet, more access needed",center
Jul 31 2023,DOJ Denies It Tried To Jail Hunter Biden Witness Devon Archer Ahead of Testimony,right
Aug 13 2023,"""Nobody warned us!""claim victims of the fire in Hawaii",center
Aug 13 2023,Jordanian army downs drone from Syria carrying meth - state news agency,center
Aug 13 2023,Jordanian army downs drone from Syria carrying meth - state news agency,center
Aug 13 2023,Jordanian Army Downs Drone From Syria Carrying Meth - State News Agency,left
Aug 13 2023,Hunter Biden attorney blames ‘right-wing media’ for false allegations,center
Aug 11 2023,Oprah seen helping out at Maui shelter for fire evacuees,center
Aug 11 2023,Death toll in Hawaii’s worst-ever wildfires likely to rise further,left
Apr 21 2023,"Mayorkas says AI, China top threats to national security",center
Jun 06 2023,What we know about Nova Kakhovka dam attack,center
Aug 14 2023,U.S. Steel Shares Rise Higher as Another Bidder Emerges,center
Aug 11 2023,Lawsuit: Mass. Catholic couple says they were barred from fostering children over LGBTQ+ beliefs,center
Aug 11 2023,Oprah Winfrey Supports Rescue and Evacuation Efforts Amid Maui Wildfires With Donations,left
Aug 14 2023,"In South Carolina, descendants of enslaved people fight to keep land from developers",left
Jan 23 2023,Malaysia's egg shortage sets Indian hatcheries on path for record exports,center
Jun 26 2023,Russian Media: Wagner Warlord Prigozhin Still Facing 'Armed Rebellion' Charges,right
Jul 31 2023,Rep. Andy Biggs Suggests Biden Is ‘Compromised’ After Hearing Devon Archer’s Interview,right
Jul 05 2023,Zelenskyy warns of ‘dangerous provocations’ at nuclear plant; China’s Xi reportedly warned Putin against nuclear attack,center
Jun 26 2023,Russian defence chief makes public appearance after Wagner revolt,left
Apr 13 2023,Suspect in documents leak taken into custody,center
Aug 10 2023,"Disney Plus And Hulu Are Dramatically Raising Prices, Again",center
Aug 10 2023,"Historic Hawaiian Town Of Lahaina Wiped Out By Fire: 270+ Structures Damaged, 36+ Dead",right
Jul 31 2023,Hunter Biden's Burisma Partner Testifies to Congress,right
Jun 08 2023,"Russia, Iran Escalate in Syria",right
Dec 26 2018,New York Times Report Alleges NY Podiatrist Helped Trump Avoid Vietnam War,left
Jul 31 2023,Ukrainian Shelling Kills Two In Eastern Donetsk: Local Officials,center
Aug 11 2023,"Photos: Wildfires rip through Maui, killing at least 55 and destroying historic town",left
Aug 11 2023,Oprah Winfrey and Floyd Mayweather help Hawaii wildfire victims,right
Aug 09 2023,White House announces new restrictions on advanced tech investment in China,right
Jul 13 2023,"In St. Louis, contamination from atomic bomb development lingers",center
Oct 02 2023,When Trump Draws a Line in the Sand,center
Aug 09 2023,Why Ron DeSantis suspended an elected state attorney (again),left
Mar 29 2023,"Fatal fire, damning video put harsh focus on Mexico’s migrant centers",left
Jul 24 2023,"Ukrainian drones hit Russia and Crimea, Russia says",center
Oct 19 2022,Putin Announces Martial Law in Annexed Ukraine Regions,left
Aug 10 2023,Coach parent buys Versace and Michael Kors owner for $8.5 billion as U.S. big fashion races to catch up with billionaire Bernard Arnault’s European luxury giant LVMH,center
Feb 21 2023,Putin suspends participation in key nuclear arms treaty,left
May 18 2023,"Suspected Pentagon leaker was warned multiple times, prosecutors say",center
Aug 25 2023,Pope Francis: The Eucharist can fill ‘the wounds and voids produced by sin’,right
Apr 17 2020,"Biden Stumbles Through Televised Interview on Coronavirus Response: ‘You know, There’s — During World War II, You Know, Where Roosevelt Came Up With A Thing’",right
Oct 03 2023,Who’s to Blame for the Last Minute Shutdown Talks?,center
Aug 19 2023,"James Buckley, conservative former US senator from New York, dead at 100",right
Jul 25 2023,Former Hunter Biden associate to sit for closed-door testimony with House Oversight committee,left
Feb 20 2023,Beijing Slams 'False' US Claims That China May Arm Russia,center
Apr 02 2023,"In rare call, Blinken urges Russia to free American reporter and another detainee",left
Apr 02 2023,Secretary of State urges Russia to release two detained Americans,center
Jul 07 2023,"US set to destroy its last chemical weapons, closing a deadly ... - The Longmont Leader",center
Aug 26 2023,Putin has signed his name on the wrong piece of paper this time,right
Jun 24 2023,Russia’s Crisis—With Putin Vs. Prigozhin—Explained,center
Jul 07 2023,"Workers close to eliminating last of US chemical weapons, ending decades-long campaign to eliminate stockpile",right
Jun 24 2023,Wagner chief Yeveny Prigozhin confirms he and his troops have reached Russian city,center
Apr 14 2022,Ukraine Claims Responsibility for Sinking Russia's Flagship; Moscow Says Fire Caused Explosion,center
Jul 12 2023,"US is ‘Not Going Anywhere,’ Biden Tells Zelensky Ahead of Private Meeting",center
Apr 07 2023,Does Video Show Russia's Ministry of Defense on Fire?,center
Mar 22 2023,Russian drones swarm Kyiv in display of force as Xi leaves Moscow,center
Mar 20 2023,When Republicans Go Back to Their Pre-Reagan Roots,center
Jul 23 2023,Russia Says It Destroyed 2 Drones Targeting Moscow,left
Jun 21 2023,Biden Admin Reveals $6.2B 'Accounting Error',right
Mar 23 2023,"Biden arrives in Canada, with NORAD, immigration on the agenda",center
Jun 20 2023,Russia attacks Kyiv and other Ukrainian cities in overnight air strikes,center
Jun 13 2023,Biden's climate policy makes the left sweat 2024,left
Feb 07 2022,"Biden Hosts German Chancellor, French President Travels to Moscow for Ukraine Talks",right
Jul 10 2023,"Congress returns to confront must-pass defense bill, Supreme Court ethics and nomination headaches",right
Feb 18 2022,Biden 'Convinced' Putin Has Decided to Invade Ukraine,left
Dec 28 2023,Haley Doesn't Mention Slavery When Answering Question About Cause of Civil War at NH Town Hall,left
Jan 21 2022,"Tensions Grow as US, Russia Meet About Ukraine",left
Aug 07 2023,House Democrats reintroduce 1000% tax on ‘assault’ firearms and ‘high-capacity’ magazines,right
Jul 31 2023,Fox News’ Jesse Watters Hypes Devon Archer Phone Call Testimony With Graphic Declaring ‘THIS COULD END BIDEN’S CAMPAIGN’,left
Mar 22 2023,No path to peace: Five key takeaways from Xi and Putin’s talks in Moscow,left
Jul 26 2023,NYT Omits Key Details About The Hunter Biden Plea Deal And Investigation,right
Jul 24 2023,Hunter Biden's friend to tell Congress then-VP Joe joined dozens of son's business meetings via phone: report,right
Jul 28 2023,Door may be open to impeaching Biden for misdeeds committed prior to presidency: legal experts,right
Jul 24 2023,"JUST IN: Drone Strikes Russian Defense Ministry, Moscow Business Center",left
Aug 05 2023,Ukrainian Sea Drones Attack Russian Oil Tanker in Black Sea,center
Oct 05 2023,McCarthy Ousted from House Speakership by Unlikely Alliance,not rated
Aug 03 2023,Utah launches new campaign to warns of social media dangers,center
Jul 09 2023,"Senators seek more compensation for those exposed to nuclear fallout, including in Utah, Idaho",center
Jul 25 2023,Boston Celtics Think Jaylen Brown Is Worth $300 Million,right
Aug 04 2023,"Musk Exposes NYT's Support for White 'Genocide', Then Takes Sledge Hammer to Their Revenue",not-yet-rated
Jul 21 2023,Biden Elevates C.I.A. Director to Become a Member of the Cabinet,left
Jul 25 2023,Funnel Cloud Spins Over Capitol as McCarthy Floats Impeachment Inquiry of Joe Biden,right
Aug 04 2023,Minnesota sends ‘social equity’ marijuana money to communities as ‘form of reparations’,right
Aug 01 2023,"BP Missed 2Q Views Amid Weak Oil Prices, Trading and Refining Margins -- Earnings Review",center
Aug 21 2023,Rights group says Saudi Arabian border guards fired on and killed hundreds of Ethiopian migrants,left
Feb 20 2023,Biden Went to Kyiv Because There’s No Going Back,center
Aug 21 2023,Hundreds of migrants killed by Saudi border guards - report,center
Jan 22 2022,Perspectives: Americans Compare Strategies As Biden Predicts Russia-Ukraine Invasion,right
Jul 12 2023,Zelenskyy: NATO Summit Results Are Good,right
Jul 24 2023,HUGE! Devon Archer to Testify Hunter Biden Put Then-VP Dad Joe on the Phone with Overseas Business Partners at Least 2 Dozen Times,right
Aug 01 2023,Oil Majors Still Profitabe Even If Super-profits Gone,center
Nov 09 2022,"Russia Begins Retreat From Kherson, Ukraine Warns of Traps Left Behind",left
Apr 09 2023,Russia Is Winning in Georgia,center
Apr 11 2023,Janet Yellen says the economy looks ‘bright.’ The IMF sees ‘turbulence.’,left
Jul 25 2023,Evidence Keeps Piling Up Contradicting Joe Biden’s Claim He Never Discussed Business With Hunter,right
Oct 07 2022,Biden Says Putin 'Not Joking' About Using Nuclear Weapons in Ukraine,center
Mar 17 2023,Finland Eyes Erdogan's Green Light For NATO,center
Jul 21 2023,Report: FBI confirmed some of the details in Biden case,right
Jul 17 2023,Kremlin Says Black Sea Grain Deal Has 'De Facto Ended',center
Mar 09 2023,Mexican gang said to apologize over deaths of Americans,left
Mar 23 2023,Four things on the agenda for Biden’s first trip to Canada as president,center
Jul 11 2023,NATO Isn’t What It Says It Is,left
Feb 15 2022,Biden Addresses Russia-Ukraine Crisis Amid Conflicting Reports on De-Escalation,left
Jan 16 2020,Ukraine Opens Investigation Into Reports Of Surveillance Of Marie Yovanovitch,left
Aug 17 2023,North Carolina legislature overrides governor’s vetoes to enact 3 bills targeting transgender youth,left
Jan 27 2022,Russia Signals Pessimism on Ukraine Tensions After NATO Offers No Major Concessions,left
Jul 24 2023,More Smoke: Bribery Allegations Starting to Look Worse for the Bidens...and the FBI,right
Jun 07 2023,Diverted Indian jet lands in middle of Russia airspace dispute,center
Aug 04 2023,"Nuclear doomsday threat is ‘great and growing,’ scientists urgently warn",right
Oct 29 2019,White House Aide To Testify On Trump Ukraine Dealings,center
Aug 02 2023,"Charles Edward Scott, Struthers, Ohio",center
Jul 19 2023,South Africa Says Vladimir Putin Will Not Attend BRICS Summit as ICC Seeks His Arrest,left
May 05 2023,Who Bombed the Kremlin?,center
Aug 21 2023,Should US send troops to fight Mexican drug cartels? It's not a good idea.,left
Mar 18 2022,"Biden, China's Xi Hold First Call Since Russia Invaded Ukraine",center
Jul 16 2023,Crimea bridge explosion photos and videos reveal devastating impact,center
Oct 06 2023,"This Week in Fact Checking: Taylor Swift’s Political Views, DeSantis’ Fracking Stance, Philadelphia Murder",center
